img_slice_id,x,y,w,h,contours
bb_176_95,100,62,59,54,1
bb_176_96,99,61,61,55,1
bb_176_97,98,61,62,55,1
bb_176_98,98,61,63,55,1
bb_176_99,98,61,64,55,1
bb_176_100,97,61,66,55,1
bb_176_101,97,61,66,55,1
bb_176_102,98,61,66,55,1
bb_176_103,98,61,66,56,1
bb_176_104,97,63,68,54,1
bb_176_105,97,64,68,54,1
bb_176_106,97,64,68,54,1
bb_176_107,96,64,70,54,1
bb_176_108,97,65,69,53,1
bb_176_109,96,66,71,52,1
bb_176_110,96,67,71,51,1
bb_176_111,96,67,71,51,1
bb_176_112,95,67,72,51,1
bb_176_113,95,68,72,50,1
bb_176_114,94,70,74,47,1
bb_176_115,93,71,75,46,1
bb_176_116,93,72,75,45,1
bb_176_117,93,72,75,45,1
bb_176_118,93,73,74,44,1
bb_176_119,94,74,72,42,1
bb_176_120,95,75,71,41,1
bb_176_121,95,77,71,39,1
bb_176_122,95,77,69,38,1
bb_176_123,95,78,67,37,1
bb_176_124,96,79,66,36,1
bb_176_125,96,81,67,34,1
bb_176_126,97,82,66,32,1
bb_176_127,97,82,65,32,1
bb_176_128,99,83,63,31,1
bb_176_129,154,89,7,6,2
bb_176_129,100,85,55,29,2
bb_176_130,157,91,4,4,2
bb_176_130,101,86,54,27,2
bb_176_131,106,88,49,25,1
bb_176_132,106,89,49,23,1
bb_176_133,107,101,7,7,2
bb_176_133,114,91,41,21,2
bb_176_134,116,91,39,21,1
bb_176_135,117,94,38,18,1
bb_176_136,118,94,35,17,1
bb_176_137,128,94,25,16,1
bb_176_138,144,96,6,3,3
bb_176_138,141,102,6,4,3
bb_176_138,130,105,8,4,3
bb_176_139,131,105,6,2,1
bb_176_140,NA,NA,NA,NA,0
bb_176_141,NA,NA,NA,NA,0
bb_176_142,NA,NA,NA,NA,0
bb_176_143,NA,NA,NA,NA,0
bb_176_144,NA,NA,NA,NA,0
bb_176_145,NA,NA,NA,NA,0
bb_176_146,NA,NA,NA,NA,0
bb_176_147,NA,NA,NA,NA,0
bb_176_148,NA,NA,NA,NA,0
bb_176_149,NA,NA,NA,NA,0
bb_176_150,NA,NA,NA,NA,0
bb_176_151,NA,NA,NA,NA,0
bb_176_152,NA,NA,NA,NA,0
bb_176_153,NA,NA,NA,NA,0
bb_176_154,NA,NA,NA,NA,0
bb_177_0,NA,NA,NA,NA,0
bb_177_1,NA,NA,NA,NA,0
bb_177_2,NA,NA,NA,NA,0
bb_177_3,NA,NA,NA,NA,0
bb_177_4,NA,NA,NA,NA,0
bb_177_5,NA,NA,NA,NA,0
bb_177_6,NA,NA,NA,NA,0
bb_177_7,NA,NA,NA,NA,0
bb_177_8,NA,NA,NA,NA,0
bb_177_9,NA,NA,NA,NA,0
bb_177_10,NA,NA,NA,NA,0
bb_177_11,NA,NA,NA,NA,0
bb_177_12,NA,NA,NA,NA,0
bb_177_13,NA,NA,NA,NA,0
bb_177_14,NA,NA,NA,NA,0
bb_177_15,NA,NA,NA,NA,0
bb_177_16,NA,NA,NA,NA,0
bb_177_17,NA,NA,NA,NA,0
bb_177_18,NA,NA,NA,NA,0
bb_177_19,NA,NA,NA,NA,0
bb_177_20,NA,NA,NA,NA,0
bb_177_21,NA,NA,NA,NA,0
bb_177_22,NA,NA,NA,NA,0
bb_177_23,NA,NA,NA,NA,0
bb_177_24,NA,NA,NA,NA,0
bb_177_25,NA,NA,NA,NA,0
bb_177_26,NA,NA,NA,NA,0
bb_177_27,NA,NA,NA,NA,0
bb_177_28,NA,NA,NA,NA,0
bb_177_29,NA,NA,NA,NA,0
bb_177_30,NA,NA,NA,NA,0
bb_177_31,NA,NA,NA,NA,0
bb_177_32,NA,NA,NA,NA,0
bb_177_33,NA,NA,NA,NA,0
bb_177_34,NA,NA,NA,NA,0
bb_177_35,NA,NA,NA,NA,0
bb_177_36,NA,NA,NA,NA,0
bb_177_37,NA,NA,NA,NA,0
bb_177_38,NA,NA,NA,NA,0
bb_177_39,NA,NA,NA,NA,0
bb_177_40,NA,NA,NA,NA,0
bb_177_41,NA,NA,NA,NA,0
bb_177_42,168,92,5,5,3
bb_177_42,162,97,7,4,3
bb_177_42,155,97,10,7,3
bb_177_43,167,92,7,6,2
bb_177_43,153,97,16,8,2
bb_177_44,153,87,8,4,2
bb_177_44,149,90,25,16,2
bb_177_45,144,86,31,20,1
bb_177_46,144,85,30,22,1
bb_177_47,142,84,32,22,1
bb_177_48,142,84,33,22,1
bb_177_49,141,83,34,23,1
bb_177_50,141,82,36,25,1
bb_177_51,141,81,35,27,1
bb_177_52,140,81,36,29,1
bb_177_53,139,81,37,30,1
bb_177_54,139,81,36,30,1
bb_177_55,139,81,37,30,1
bb_177_56,138,79,38,33,1
bb_177_57,138,79,38,33,1
bb_177_58,139,79,37,33,1
bb_177_59,139,79,36,33,1
bb_177_60,139,79,36,32,1
bb_177_61,146,79,27,13,2
bb_177_61,140,90,33,21,2
bb_177_62,147,80,25,12,2
bb_177_62,140,90,33,21,2
bb_177_63,148,80,22,11,2
bb_177_63,141,90,28,20,2
bb_177_64,149,81,20,9,2
bb_177_64,142,90,25,17,2
bb_177_65,151,82,16,8,2
bb_177_65,143,88,22,19,2
bb_177_66,154,83,11,7,2
bb_177_66,143,91,22,16,2
bb_177_67,152,84,13,6,2
bb_177_67,144,92,21,15,2
bb_177_68,153,85,8,5,3
bb_177_68,145,91,6,13,3
bb_177_68,152,97,14,10,3
bb_177_69,146,92,5,9,2
bb_177_69,153,98,10,8,2
bb_177_70,147,94,3,5,2
bb_177_70,154,100,8,4,2
bb_177_71,NA,NA,NA,NA,0
bb_177_72,NA,NA,NA,NA,0
bb_177_73,NA,NA,NA,NA,0
bb_177_74,NA,NA,NA,NA,0
bb_177_75,NA,NA,NA,NA,0
bb_177_76,NA,NA,NA,NA,0
bb_177_77,NA,NA,NA,NA,0
bb_177_78,NA,NA,NA,NA,0
bb_177_79,NA,NA,NA,NA,0
bb_177_80,NA,NA,NA,NA,0
bb_177_81,NA,NA,NA,NA,0
bb_177_82,NA,NA,NA,NA,0
bb_177_83,NA,NA,NA,NA,0
bb_177_84,NA,NA,NA,NA,0
bb_177_85,NA,NA,NA,NA,0
bb_177_86,NA,NA,NA,NA,0
bb_177_87,NA,NA,NA,NA,0
bb_177_88,NA,NA,NA,NA,0
bb_177_89,NA,NA,NA,NA,0
bb_177_90,NA,NA,NA,NA,0
bb_177_91,NA,NA,NA,NA,0
bb_177_92,NA,NA,NA,NA,0
bb_177_93,NA,NA,NA,NA,0
bb_177_94,NA,NA,NA,NA,0
bb_177_95,NA,NA,NA,NA,0
bb_177_96,NA,NA,NA,NA,0
bb_177_97,NA,NA,NA,NA,0
bb_177_98,NA,NA,NA,NA,0
bb_177_99,NA,NA,NA,NA,0
bb_177_100,NA,NA,NA,NA,0
bb_177_101,NA,NA,NA,NA,0
bb_177_102,NA,NA,NA,NA,0
bb_177_103,NA,NA,NA,NA,0
bb_177_104,NA,NA,NA,NA,0
bb_177_105,NA,NA,NA,NA,0
bb_177_106,NA,NA,NA,NA,0
bb_177_107,NA,NA,NA,NA,0
bb_177_108,NA,NA,NA,NA,0
bb_177_109,NA,NA,NA,NA,0
bb_177_110,NA,NA,NA,NA,0
bb_177_111,NA,NA,NA,NA,0
bb_177_112,NA,NA,NA,NA,0
bb_177_113,NA,NA,NA,NA,0
bb_177_114,NA,NA,NA,NA,0
bb_177_115,NA,NA,NA,NA,0
bb_177_116,NA,NA,NA,NA,0
bb_177_117,NA,NA,NA,NA,0
bb_177_118,NA,NA,NA,NA,0
bb_177_119,NA,NA,NA,NA,0
bb_177_120,NA,NA,NA,NA,0
bb_177_121,NA,NA,NA,NA,0
bb_177_122,NA,NA,NA,NA,0
bb_177_123,NA,NA,NA,NA,0
bb_177_124,NA,NA,NA,NA,0
bb_177_125,NA,NA,NA,NA,0
bb_177_126,NA,NA,NA,NA,0
bb_177_127,NA,NA,NA,NA,0
bb_177_128,NA,NA,NA,NA,0
bb_177_129,NA,NA,NA,NA,0
bb_177_130,NA,NA,NA,NA,0
bb_177_131,NA,NA,NA,NA,0
bb_177_132,NA,NA,NA,NA,0
bb_177_133,NA,NA,NA,NA,0
bb_177_134,NA,NA,NA,NA,0
bb_177_135,NA,NA,NA,NA,0
bb_177_136,NA,NA,NA,NA,0
bb_177_137,NA,NA,NA,NA,0
bb_177_138,NA,NA,NA,NA,0
bb_177_139,NA,NA,NA,NA,0
bb_177_140,NA,NA,NA,NA,0
bb_177_141,NA,NA,NA,NA,0
bb_177_142,NA,NA,NA,NA,0
bb_177_143,NA,NA,NA,NA,0
bb_177_144,NA,NA,NA,NA,0
bb_177_145,NA,NA,NA,NA,0
bb_177_146,NA,NA,NA,NA,0
bb_177_147,NA,NA,NA,NA,0
bb_177_148,NA,NA,NA,NA,0
bb_177_149,NA,NA,NA,NA,0
bb_177_150,NA,NA,NA,NA,0
bb_177_151,NA,NA,NA,NA,0
bb_177_152,NA,NA,NA,NA,0
bb_177_153,NA,NA,NA,NA,0
bb_177_154,NA,NA,NA,NA,0
bb_178_0,NA,NA,NA,NA,0
bb_178_1,NA,NA,NA,NA,0
bb_178_2,NA,NA,NA,NA,0
bb_178_3,NA,NA,NA,NA,0
bb_178_4,NA,NA,NA,NA,0
bb_178_5,NA,NA,NA,NA,0
bb_178_6,NA,NA,NA,NA,0
bb_178_7,NA,NA,NA,NA,0
bb_178_8,NA,NA,NA,NA,0
bb_178_9,NA,NA,NA,NA,0
bb_178_10,NA,NA,NA,NA,0
bb_178_11,NA,NA,NA,NA,0
bb_178_12,NA,NA,NA,NA,0
bb_178_13,NA,NA,NA,NA,0
bb_178_14,NA,NA,NA,NA,0
bb_178_15,NA,NA,NA,NA,0
bb_178_16,NA,NA,NA,NA,0
bb_178_17,NA,NA,NA,NA,0
bb_178_18,NA,NA,NA,NA,0
bb_178_19,NA,NA,NA,NA,0
bb_178_20,NA,NA,NA,NA,0
bb_178_21,NA,NA,NA,NA,0
bb_178_22,NA,NA,NA,NA,0
bb_178_23,NA,NA,NA,NA,0
bb_178_24,NA,NA,NA,NA,0
bb_178_25,NA,NA,NA,NA,0
bb_178_26,NA,NA,NA,NA,0
bb_178_27,NA,NA,NA,NA,0
bb_178_28,NA,NA,NA,NA,0
bb_178_29,NA,NA,NA,NA,0
bb_178_30,NA,NA,NA,NA,0
bb_178_31,NA,NA,NA,NA,0
bb_178_32,NA,NA,NA,NA,0
bb_178_33,NA,NA,NA,NA,0
bb_178_34,NA,NA,NA,NA,0
bb_178_35,NA,NA,NA,NA,0
bb_178_36,NA,NA,NA,NA,0
bb_178_37,NA,NA,NA,NA,0
bb_178_38,NA,NA,NA,NA,0
bb_178_39,NA,NA,NA,NA,0
bb_178_40,NA,NA,NA,NA,0
bb_178_41,NA,NA,NA,NA,0
bb_178_42,NA,NA,NA,NA,0
bb_178_43,NA,NA,NA,NA,0
bb_178_44,NA,NA,NA,NA,0
bb_178_45,NA,NA,NA,NA,0
bb_178_46,NA,NA,NA,NA,0
bb_178_47,NA,NA,NA,NA,0
bb_178_48,NA,NA,NA,NA,0
bb_178_49,NA,NA,NA,NA,0
bb_178_50,185,103,4,3,2
bb_178_50,169,83,8,4,2
bb_178_51,184,103,8,4,2
bb_178_51,167,82,17,11,2
bb_178_52,183,103,6,4,2
bb_178_52,165,82,20,12,2
bb_178_53,183,103,6,4,2
bb_178_53,163,81,28,15,2
bb_178_54,182,103,7,4,2
bb_178_54,160,81,32,19,2
bb_178_55,180,103,9,4,2
bb_178_55,153,81,39,20,2
bb_178_56,180,103,10,4,2
bb_178_56,149,77,43,24,2
bb_178_57,180,103,10,4,2
bb_178_57,146,75,47,27,2
bb_178_58,180,103,10,4,2
bb_178_58,144,74,50,28,2
bb_178_59,180,102,11,5,2
bb_178_59,143,73,52,30,2
bb_178_60,143,73,53,35,1
bb_178_61,143,72,54,36,1
bb_178_62,142,72,56,37,1
bb_178_63,142,71,56,39,1
bb_178_64,141,69,58,42,1
bb_178_65,139,67,60,45,1
bb_178_66,139,66,61,46,1
bb_178_67,139,63,61,49,1
bb_178_68,139,62,61,50,1
bb_178_69,139,62,61,50,1
bb_178_70,138,62,62,51,1
bb_178_71,138,62,63,51,1
bb_178_72,139,63,62,50,1
bb_178_73,138,65,63,48,1
bb_178_74,139,66,63,47,1
bb_178_75,138,66,64,47,1
bb_178_76,138,66,64,47,1
bb_178_77,138,66,64,47,1
bb_178_78,139,66,63,47,1
bb_178_79,139,66,63,47,1
bb_178_80,139,65,63,48,1
bb_178_81,139,64,62,49,1
bb_178_82,139,63,62,50,1
bb_178_83,139,62,62,51,1
bb_178_84,139,62,62,51,1
bb_178_85,139,62,62,51,1
bb_178_86,139,61,63,52,1
bb_178_87,140,61,62,52,1
bb_178_88,139,61,63,52,1
bb_178_89,140,61,62,51,1
bb_178_90,140,61,62,51,1
bb_178_91,140,61,61,51,1
bb_178_92,140,61,61,51,1
bb_178_93,141,61,59,50,1
bb_178_94,141,62,59,49,1
bb_178_95,141,62,58,48,1
bb_178_96,142,63,57,47,1
bb_178_97,142,64,56,46,1
bb_178_98,143,64,54,46,1
bb_178_99,145,64,52,45,1
bb_178_100,146,65,50,43,1
bb_178_101,147,65,49,43,1
bb_178_102,147,65,48,43,1
bb_178_103,148,66,47,42,1
bb_178_104,149,66,45,42,1
bb_178_105,149,67,44,41,1
bb_178_106,151,67,41,41,1
bb_178_107,182,88,7,12,3
bb_178_107,153,91,25,17,3
bb_178_107,156,69,26,22,3
bb_178_108,183,89,5,3,3
bb_178_108,154,92,22,15,3
bb_178_108,157,70,24,20,3
bb_178_109,155,92,20,15,2
bb_178_109,157,72,24,18,2
bb_178_110,156,93,16,14,2
bb_178_110,158,73,23,16,2
bb_178_111,157,93,6,9,2
bb_178_111,159,74,21,14,2
bb_178_112,176,84,4,3,2
bb_178_112,162,75,14,9,2
bb_178_113,164,76,3,4,1
bb_178_114,NA,NA,NA,NA,0
bb_178_115,NA,NA,NA,NA,0
bb_178_116,NA,NA,NA,NA,0
bb_178_117,NA,NA,NA,NA,0
bb_178_118,NA,NA,NA,NA,0
bb_178_119,NA,NA,NA,NA,0
bb_178_120,NA,NA,NA,NA,0
bb_178_121,NA,NA,NA,NA,0
bb_178_122,NA,NA,NA,NA,0
bb_178_123,NA,NA,NA,NA,0
bb_178_124,NA,NA,NA,NA,0
bb_178_125,NA,NA,NA,NA,0
bb_178_126,NA,NA,NA,NA,0
bb_178_127,NA,NA,NA,NA,0
bb_178_128,NA,NA,NA,NA,0
bb_178_129,NA,NA,NA,NA,0
bb_178_130,NA,NA,NA,NA,0
bb_178_131,NA,NA,NA,NA,0
bb_178_132,NA,NA,NA,NA,0
bb_178_133,NA,NA,NA,NA,0
bb_178_134,NA,NA,NA,NA,0
bb_178_135,NA,NA,NA,NA,0
bb_178_136,NA,NA,NA,NA,0
bb_178_137,NA,NA,NA,NA,0
bb_178_138,NA,NA,NA,NA,0
bb_178_139,NA,NA,NA,NA,0
bb_178_140,NA,NA,NA,NA,0
bb_178_141,NA,NA,NA,NA,0
bb_178_142,NA,NA,NA,NA,0
bb_178_143,NA,NA,NA,NA,0
bb_178_144,NA,NA,NA,NA,0
bb_178_145,NA,NA,NA,NA,0
bb_178_146,NA,NA,NA,NA,0
bb_178_147,NA,NA,NA,NA,0
bb_178_148,NA,NA,NA,NA,0
bb_178_149,NA,NA,NA,NA,0
bb_178_150,NA,NA,NA,NA,0
bb_178_151,NA,NA,NA,NA,0
bb_178_152,NA,NA,NA,NA,0
bb_178_153,NA,NA,NA,NA,0
bb_178_154,NA,NA,NA,NA,0
bb_179_0,NA,NA,NA,NA,0
bb_179_1,NA,NA,NA,NA,0
bb_179_2,NA,NA,NA,NA,0
bb_179_3,NA,NA,NA,NA,0
bb_179_4,NA,NA,NA,NA,0
bb_179_5,NA,NA,NA,NA,0
bb_179_6,NA,NA,NA,NA,0
bb_179_7,NA,NA,NA,NA,0
bb_179_8,NA,NA,NA,NA,0
bb_179_9,NA,NA,NA,NA,0
bb_179_10,NA,NA,NA,NA,0
bb_179_11,NA,NA,NA,NA,0
bb_179_12,NA,NA,NA,NA,0
bb_179_13,NA,NA,NA,NA,0
bb_179_14,NA,NA,NA,NA,0
bb_179_15,NA,NA,NA,NA,0
bb_179_16,NA,NA,NA,NA,0
bb_179_17,NA,NA,NA,NA,0
bb_179_18,NA,NA,NA,NA,0
bb_179_19,NA,NA,NA,NA,0
bb_179_20,NA,NA,NA,NA,0
bb_179_21,NA,NA,NA,NA,0
bb_179_22,NA,NA,NA,NA,0
bb_179_23,NA,NA,NA,NA,0
bb_179_24,NA,NA,NA,NA,0
bb_179_25,NA,NA,NA,NA,0
bb_179_26,NA,NA,NA,NA,0
bb_179_27,NA,NA,NA,NA,0
bb_179_28,NA,NA,NA,NA,0
bb_179_29,NA,NA,NA,NA,0
bb_179_30,NA,NA,NA,NA,0
bb_179_31,NA,NA,NA,NA,0
bb_179_32,NA,NA,NA,NA,0
bb_179_33,NA,NA,NA,NA,0
bb_179_34,NA,NA,NA,NA,0
bb_179_35,NA,NA,NA,NA,0
bb_179_36,NA,NA,NA,NA,0
bb_179_37,NA,NA,NA,NA,0
bb_179_38,NA,NA,NA,NA,0
bb_179_39,154,165,4,4,1
bb_179_40,152,164,8,6,1
bb_179_41,150,162,11,8,1
bb_179_42,118,155,7,4,2
bb_179_42,149,161,12,10,2
bb_179_43,120,168,4,3,3
bb_179_43,117,154,11,6,3
bb_179_43,144,160,21,13,3
bb_179_44,120,166,5,6,3
bb_179_44,116,154,13,7,3
bb_179_44,141,159,26,18,3
bb_179_45,117,164,12,9,3
bb_179_45,114,153,16,10,3
bb_179_45,136,158,31,20,3
bb_179_46,113,153,18,22,2
bb_179_46,133,156,35,23,2
bb_179_47,112,153,57,28,1
bb_179_48,112,152,57,28,1
bb_179_49,112,152,58,29,1
bb_179_50,111,151,60,30,1
bb_179_51,111,150,62,32,1
bb_179_52,111,146,63,35,1
bb_179_53,110,146,65,36,1
bb_179_54,110,145,65,35,1
bb_179_55,110,145,66,35,1
bb_179_56,110,145,66,36,1
bb_179_57,110,145,66,36,1
bb_179_58,110,144,66,37,1
bb_179_59,110,143,66,38,1
bb_179_60,110,143,66,37,1
bb_179_61,111,142,65,38,1
bb_179_62,111,141,65,40,1
bb_179_63,112,140,64,41,1
bb_179_64,112,139,64,42,1
bb_179_65,113,138,63,42,1
bb_179_66,113,138,63,41,1
bb_179_67,113,138,63,41,1
bb_179_68,114,138,62,40,1
bb_179_69,114,138,62,41,1
bb_179_70,115,137,61,42,1
bb_179_71,115,137,61,42,1
bb_179_72,116,137,60,42,1
bb_179_73,117,137,59,41,1
bb_179_74,117,138,59,40,1
bb_179_75,118,138,58,41,1
bb_179_76,118,138,58,41,1
bb_179_77,118,137,58,42,1
bb_179_78,118,136,58,43,1
bb_179_79,122,136,53,43,1
bb_179_80,124,136,51,43,1
bb_179_81,126,137,48,41,1
bb_179_82,126,137,46,41,1
bb_179_83,140,158,22,20,2
bb_179_83,127,137,39,20,2
bb_179_84,141,162,19,15,2
bb_179_84,129,138,36,18,2
bb_179_85,157,138,5,2,3
bb_179_85,142,165,15,12,3
bb_179_85,133,139,31,16,3
bb_179_86,134,139,30,15,1
bb_179_87,135,139,28,14,1
bb_179_88,136,139,26,13,1
bb_179_89,138,140,23,12,1
bb_179_90,141,140,17,10,1
bb_179_91,NA,NA,NA,NA,0
bb_179_92,NA,NA,NA,NA,0
bb_179_93,NA,NA,NA,NA,0
bb_179_94,NA,NA,NA,NA,0
bb_179_95,NA,NA,NA,NA,0
bb_179_96,NA,NA,NA,NA,0
bb_179_97,NA,NA,NA,NA,0
bb_179_98,NA,NA,NA,NA,0
bb_179_99,NA,NA,NA,NA,0
bb_179_100,NA,NA,NA,NA,0
bb_179_101,NA,NA,NA,NA,0
bb_179_102,NA,NA,NA,NA,0
bb_179_103,NA,NA,NA,NA,0
bb_179_104,NA,NA,NA,NA,0
bb_179_105,NA,NA,NA,NA,0
bb_179_106,NA,NA,NA,NA,0
bb_179_107,NA,NA,NA,NA,0
bb_179_108,NA,NA,NA,NA,0
bb_179_109,NA,NA,NA,NA,0
bb_179_110,NA,NA,NA,NA,0
bb_179_111,NA,NA,NA,NA,0
bb_179_112,NA,NA,NA,NA,0
bb_179_113,NA,NA,NA,NA,0
bb_179_114,NA,NA,NA,NA,0
bb_179_115,NA,NA,NA,NA,0
bb_179_116,NA,NA,NA,NA,0
bb_179_117,NA,NA,NA,NA,0
bb_179_118,NA,NA,NA,NA,0
bb_179_119,NA,NA,NA,NA,0
bb_179_120,NA,NA,NA,NA,0
bb_179_121,NA,NA,NA,NA,0
bb_179_122,NA,NA,NA,NA,0
bb_179_123,NA,NA,NA,NA,0
bb_179_124,NA,NA,NA,NA,0
bb_179_125,NA,NA,NA,NA,0
bb_179_126,NA,NA,NA,NA,0
bb_179_127,NA,NA,NA,NA,0
bb_179_128,NA,NA,NA,NA,0
bb_179_129,NA,NA,NA,NA,0
bb_179_130,NA,NA,NA,NA,0
bb_179_131,NA,NA,NA,NA,0
bb_179_132,NA,NA,NA,NA,0
bb_179_133,NA,NA,NA,NA,0
bb_179_134,NA,NA,NA,NA,0
bb_179_135,NA,NA,NA,NA,0
bb_179_136,NA,NA,NA,NA,0
bb_179_137,NA,NA,NA,NA,0
bb_179_138,NA,NA,NA,NA,0
bb_179_139,NA,NA,NA,NA,0
bb_179_140,NA,NA,NA,NA,0
bb_179_141,NA,NA,NA,NA,0
bb_179_142,NA,NA,NA,NA,0
bb_179_143,NA,NA,NA,NA,0
bb_179_144,NA,NA,NA,NA,0
bb_179_145,NA,NA,NA,NA,0
bb_179_146,NA,NA,NA,NA,0
bb_179_147,NA,NA,NA,NA,0
bb_179_148,NA,NA,NA,NA,0
bb_179_149,NA,NA,NA,NA,0
bb_179_150,NA,NA,NA,NA,0
bb_179_151,NA,NA,NA,NA,0
bb_179_152,NA,NA,NA,NA,0
bb_179_153,NA,NA,NA,NA,0
bb_179_154,NA,NA,NA,NA,0
bb_181_0,NA,NA,NA,NA,0
bb_181_1,NA,NA,NA,NA,0
bb_181_2,NA,NA,NA,NA,0
bb_181_3,NA,NA,NA,NA,0
bb_181_4,NA,NA,NA,NA,0
bb_181_5,NA,NA,NA,NA,0
bb_181_6,NA,NA,NA,NA,0
bb_181_7,NA,NA,NA,NA,0
bb_181_8,NA,NA,NA,NA,0
bb_181_9,NA,NA,NA,NA,0
bb_181_10,NA,NA,NA,NA,0
bb_181_11,NA,NA,NA,NA,0
bb_181_12,NA,NA,NA,NA,0
bb_181_13,NA,NA,NA,NA,0
bb_181_14,NA,NA,NA,NA,0
bb_181_15,NA,NA,NA,NA,0
bb_181_16,NA,NA,NA,NA,0
bb_181_17,NA,NA,NA,NA,0
bb_181_18,NA,NA,NA,NA,0
bb_181_19,NA,NA,NA,NA,0
bb_181_20,NA,NA,NA,NA,0
bb_181_21,NA,NA,NA,NA,0
bb_181_22,NA,NA,NA,NA,0
bb_181_23,NA,NA,NA,NA,0
bb_181_24,NA,NA,NA,NA,0
bb_181_25,NA,NA,NA,NA,0
bb_181_26,NA,NA,NA,NA,0
bb_181_27,NA,NA,NA,NA,0
bb_181_28,NA,NA,NA,NA,0
bb_181_29,NA,NA,NA,NA,0
bb_181_30,NA,NA,NA,NA,0
bb_181_31,NA,NA,NA,NA,0
bb_181_32,NA,NA,NA,NA,0
bb_181_33,NA,NA,NA,NA,0
bb_181_34,NA,NA,NA,NA,0
bb_181_35,NA,NA,NA,NA,0
bb_181_36,NA,NA,NA,NA,0
bb_181_37,NA,NA,NA,NA,0
bb_181_38,196,134,4,3,1
bb_181_39,195,132,7,14,1
bb_181_40,194,132,8,14,1
bb_181_41,191,132,12,21,1
bb_181_42,190,128,14,25,1
bb_181_43,190,129,13,26,1
bb_181_44,189,127,14,29,1
bb_181_45,180,150,4,6,2
bb_181_45,187,127,16,29,2
bb_181_46,181,148,3,8,3
bb_181_46,184,131,5,5,3
bb_181_46,186,124,18,33,3
bb_181_47,181,125,26,31,1
bb_181_48,181,123,25,34,1
bb_181_49,177,123,30,35,1
bb_181_50,177,122,30,34,1
bb_181_51,175,123,32,33,1
bb_181_52,173,123,35,33,1
bb_181_53,170,124,38,33,1
bb_181_54,168,123,40,34,1
bb_181_55,167,123,41,36,1
bb_181_56,165,124,44,41,1
bb_181_57,163,124,46,42,1
bb_181_58,142,152,12,5,2
bb_181_58,162,123,47,43,2
bb_181_59,142,152,14,5,2
bb_181_59,161,123,46,44,2
bb_181_60,140,122,67,45,1
bb_181_61,140,122,66,46,1
bb_181_62,139,121,67,47,1
bb_181_63,139,122,68,46,1
bb_181_64,138,122,69,46,1
bb_181_65,137,122,70,47,1
bb_181_66,138,121,69,48,1
bb_181_67,138,121,69,48,1
bb_181_68,138,121,69,48,1
bb_181_69,139,120,68,49,1
bb_181_70,140,119,67,49,1
bb_181_71,141,119,67,49,1
bb_181_72,143,119,65,48,1
bb_181_73,143,119,64,48,1
bb_181_74,143,119,65,47,1
bb_181_75,143,119,64,47,1
bb_181_76,144,119,63,46,1
bb_181_77,144,119,63,46,1
bb_181_78,144,119,63,45,1
bb_181_79,145,120,61,44,1
bb_181_80,146,120,60,43,1
bb_181_81,146,120,60,42,1
bb_181_82,147,120,59,42,1
bb_181_83,146,119,60,42,1
bb_181_84,146,119,59,43,1
bb_181_85,147,119,58,43,1
bb_181_86,147,120,58,43,1
bb_181_87,147,120,57,43,1
bb_181_88,147,119,56,44,1
bb_181_89,147,119,54,44,1
bb_181_90,147,119,54,44,1
bb_181_91,148,119,50,45,1
bb_181_92,148,119,49,45,1
bb_181_93,150,119,47,43,1
bb_181_94,150,119,47,43,1
bb_181_95,151,119,46,43,1
bb_181_96,151,119,46,41,1
bb_181_97,188,119,5,5,3
bb_181_97,191,126,5,7,3
bb_181_97,152,122,43,38,3
bb_181_98,189,119,4,5,2
bb_181_98,153,122,41,34,2
bb_181_99,152,122,41,33,1
bb_181_100,153,123,40,32,1
bb_181_101,154,123,38,32,1
bb_181_102,154,123,38,32,1
bb_181_103,154,122,39,33,1
bb_181_104,154,121,38,33,1
bb_181_105,155,121,37,33,1
bb_181_106,155,122,36,31,1
bb_181_107,175,146,7,7,2
bb_181_107,156,121,35,24,2
bb_181_108,176,148,5,5,2
bb_181_108,156,121,34,25,2
bb_181_109,157,121,32,24,1
bb_181_110,157,122,32,23,1
bb_181_111,158,123,30,22,1
bb_181_112,158,123,28,21,1
bb_181_113,159,124,26,19,1
bb_181_114,160,124,24,18,1
bb_181_115,160,125,23,17,1
bb_181_116,163,130,18,11,1
bb_181_117,165,131,15,10,1
bb_181_118,167,131,11,10,1
bb_181_119,168,132,8,9,1
bb_181_120,169,133,6,8,1
bb_181_121,170,134,4,6,1
bb_181_122,NA,NA,NA,NA,0
bb_181_123,NA,NA,NA,NA,0
bb_181_124,NA,NA,NA,NA,0
bb_181_125,NA,NA,NA,NA,0
bb_181_126,NA,NA,NA,NA,0
bb_181_127,NA,NA,NA,NA,0
bb_181_128,NA,NA,NA,NA,0
bb_181_129,NA,NA,NA,NA,0
bb_181_130,NA,NA,NA,NA,0
bb_181_131,NA,NA,NA,NA,0
bb_181_132,NA,NA,NA,NA,0
bb_181_133,NA,NA,NA,NA,0
bb_181_134,NA,NA,NA,NA,0
bb_181_135,NA,NA,NA,NA,0
bb_181_136,NA,NA,NA,NA,0
bb_181_137,NA,NA,NA,NA,0
bb_181_138,NA,NA,NA,NA,0
bb_181_139,NA,NA,NA,NA,0
bb_181_140,NA,NA,NA,NA,0
bb_181_141,NA,NA,NA,NA,0
bb_181_142,NA,NA,NA,NA,0
bb_181_143,NA,NA,NA,NA,0
